ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13361091,JH143295,02/07/2024 07:48:00 AM,0000X E 37TH ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,APARTMENT,false,false,0213,002,3,35,24,1177565,1880488,2024,02/15/2024 03:40:52 PM,41.827386758,-87.624042508,"(41.827386758, -87.624042508)"
13360992,JH143176,02/07/2024 07:52:00 AM,039XX W HARRISON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,1132,011,24,26,18,1150157,1897067,2024,02/15/2024 03:40:52 PM,41.873458532,-87.724167601,"(41.873458532, -87.724167601)"
13361831,JH144115,02/07/2024 08:00:00 AM,043XX S STATE ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,0215,002,3,38,05,1176998,1876207,2024,02/15/2024 03:40:52 PM,41.815652159,-87.626251985,"(41.815652159, -87.626251985)"
13361500,JH143608,02/07/2024 08:00:00 AM,023XX S BLUE ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1034,010,25,31,08B,1164263,1888529,2024,02/15/2024 03:40:52 PM,41.849743087,-87.672618611,"(41.849743087, -87.672618611)"
13361308,JH143573,02/07/2024 08:00:00 AM,050XX S EAST END AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0222,002,5,39,08A,1188165,1871757,2024,02/15/2024 03:40:52 PM,41.803181616,-87.585432024,"(41.803181616, -87.585432024)"
13362524,JH145067,02/07/2024 08:00:00 AM,011XX S WABASH AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0123,001,4,32,06,1176946,1895545,2024,02/15/2024 03:40:52 PM,41.868718247,-87.625858412,"(41.868718247, -87.625858412)"
13361198,JH143258,02/07/2024 08:10:00 AM,021XX E 71ST ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,false,false,0333,003,5,43,03,1191936,1858282,2024,02/15/2024 03:40:52 PM,41.766114415,-87.572039808,"(41.766114415, -87.572039808)"
13361093,JH143217,02/07/2024 08:15:00 AM,062XX N CLAREMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2413,024,50,2,08B,1159519,1941351,2024,02/15/2024 03:40:52 PM,41.994789292,-87.688572146,"(41.994789292, -87.688572146)"
13362063,JH144278,02/07/2024 08:15:00 AM,029XX E 81ST ST,0810,THEFT,OVER $500,STREET,false,false,0422,004,7,46,06,1197447,1851834,2024,02/15/2024 03:40:52 PM,41.748285033,-87.552055115,"(41.748285033, -87.552055115)"
13361326,JH143208,02/07/2024 08:17:00 AM,035XX N MILWAUKEE AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1731,017,30,16,04B,1146920,1923521,2024,02/15/2024 03:40:52 PM,41.946113432,-87.73537526,"(41.946113432, -87.73537526)"
13361226,JH143203,02/07/2024 08:20:00 AM,073XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0333,003,7,43,07,1192156,1856684,2024,02/15/2024 03:40:52 PM,41.761724032,-87.571285335,"(41.761724032, -87.571285335)"
13369030,JH152671,02/07/2024 08:20:00 AM,073XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0333,003,7,43,07,1192156,1856684,2024,02/17/2024 03:40:44 PM,41.761724032,-87.571285335,"(41.761724032, -87.571285335)"
13361891,JH144175,02/07/2024 08:21:00 AM,038XX W 16TH ST,1570,SEX OFFENSE,PUBLIC INDECENCY,VEHICLE NON-COMMERCIAL,false,false,1014,010,24,29,17,1151131,1891773,2024,02/15/2024 03:40:52 PM,41.858912162,-87.720730236,"(41.858912162, -87.720730236)"
13361263,JH143522,02/07/2024 08:25:00 AM,039XX W 79TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SCHOOL - PUBLIC GROUNDS,false,false,0834,008,18,70,07,1151370,1851889,2024,02/15/2024 03:40:52 PM,41.749460005,-87.72089612,"(41.749460005, -87.72089612)"
13361313,JH143260,02/07/2024 08:25:00 AM,014XX W 84TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARK PROPERTY,false,false,0614,006,18,71,04A,1168095,1849042,2024,02/15/2024 03:40:52 PM,41.741304411,-87.659690327,"(41.741304411, -87.659690327)"
13361403,JH143806,02/07/2024 08:30:00 AM,001XX N MOZART ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1222,012,27,27,26,1157371,1900735,2024,02/15/2024 03:40:52 PM,41.883380336,-87.697581524,"(41.883380336, -87.697581524)"
13361126,JH143357,02/07/2024 08:30:00 AM,071XX S ROCKWELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0831,008,17,66,11,1160275,1857244,2024,02/15/2024 03:40:52 PM,41.763976361,-87.688117136,"(41.763976361, -87.688117136)"
13361214,JH143429,02/07/2024 08:30:00 AM,006XX S LA SALLE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0123,001,34,32,06,1175343,1897535,2024,02/15/2024 03:40:52 PM,41.874215036,-87.631683611,"(41.874215036, -87.631683611)"
13362755,JH144049,02/07/2024 08:30:00 AM,021XX W THOMAS ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1212,012,1,24,05,1161923,1907303,2024,02/15/2024 03:40:52 PM,41.901309712,-87.680682806,"(41.901309712, -87.680682806)"
13385236,JH171258,02/07/2024 08:30:00 AM,038XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,0212,002,4,36,06,1181376,1879467,2024,03/03/2024 03:40:15 PM,41.824497868,-87.61009219,"(41.824497868, -87.61009219)"
13361250,JH143218,02/07/2024 08:31:00 AM,008XX N HOMAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1121,011,27,23,08A,1153553,1905544,2024,02/15/2024 03:40:52 PM,41.896653468,-87.711473571,"(41.896653468, -87.711473571)"
13361070,JH143224,02/07/2024 08:32:00 AM,078XX S CREGIER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,false,false,0414,004,8,43,14,1189565,1853293,2024,02/15/2024 03:40:52 PM,41.752481425,-87.580890162,"(41.752481425, -87.580890162)"
13361310,JH143248,02/07/2024 08:44:00 AM,013XX E 47TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0222,002,4,39,06,1185692,1874100,2024,02/15/2024 03:40:52 PM,41.809669669,-87.594427666,"(41.809669669, -87.594427666)"
13360999,JH143240,02/07/2024 08:45:00 AM,013XX E 52ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0234,002,4,41,14,1186183,1870933,2024,02/15/2024 03:40:52 PM,41.800967595,-87.592726877,"(41.800967595, -87.592726877)"
13361405,JH143442,02/07/2024 08:45:00 AM,083XX S PEORIA ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,false,false,0613,006,17,71,04A,1171744,1849640,2024,02/15/2024 03:40:52 PM,41.742866241,-87.646303123,"(41.742866241, -87.646303123)"
13361325,JH143232,02/07/2024 08:45:00 AM,042XX W CERMAK RD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - PORCH / HALLWAY,false,false,1013,010,22,29,04A,1148119,1889029,2024,02/15/2024 03:40:52 PM,41.85144072,-87.731856942,"(41.85144072, -87.731856942)"
13360994,JH143242,02/07/2024 08:45:00 AM,0000X E 74TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0323,003,6,69,07,1178134,1855969,2024,02/15/2024 03:40:52 PM,41.76009137,-87.622698556,"(41.76009137, -87.622698556)"
13362136,JH144648,02/07/2024 08:50:00 AM,006XX N FRANKLIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1831,018,42,8,14,1174211,1904596,2024,02/15/2024 03:40:52 PM,41.893616162,-87.635628985,"(41.893616162, -87.635628985)"
13361129,JH143444,02/07/2024 08:50:00 AM,042XX W IRVING PARK RD,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,1731,017,30,16,06,1147134,1926240,2024,02/15/2024 03:40:52 PM,41.953570492,-87.734518833,"(41.953570492, -87.734518833)"
13361277,JH143527,02/07/2024 08:55:00 AM,056XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1513,015,29,25,06,1138817,1894116,2024,02/15/2024 03:40:52 PM,41.865573886,-87.765874601,"(41.865573886, -87.765874601)"
13362264,JH144724,02/07/2024 09:00:00 AM,017XX W HARRISON ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,HOSPITAL BUILDING / GROUNDS,false,false,1231,012,27,28,11,1164863,1897422,2024,02/15/2024 03:40:52 PM,41.874133594,-87.670164416,"(41.874133594, -87.670164416)"
13361407,JH143628,02/07/2024 09:00:00 AM,076XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0621,006,17,71,08B,1171298,1854220,2024,02/15/2024 03:40:52 PM,41.755444124,-87.647803576,"(41.755444124, -87.647803576)"
13361357,JH143678,02/07/2024 09:00:00 AM,010XX W 14TH ST,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,false,1232,012,28,28,08A,1169755,1893571,2024,02/15/2024 03:40:52 PM,41.863461031,-87.652315509,"(41.863461031, -87.652315509)"
13361350,JH143497,02/07/2024 09:00:00 AM,060XX S WESTERN AVE,0560,ASSAULT,SIMPLE,GAS STATION,false,false,0825,008,16,66,08A,1161403,1864651,2024,02/15/2024 03:40:52 PM,41.784278913,-87.683777679,"(41.784278913, -87.683777679)"
13361034,JH143285,02/07/2024 09:00:00 AM,075XX S KOSTNER AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0833,008,18,65,07,1148217,1854117,2024,02/15/2024 03:40:52 PM,41.755635034,-87.732393134,"(41.755635034, -87.732393134)"
13361089,JH143388,02/07/2024 09:00:00 AM,042XX W IRVING PARK RD,0810,THEFT,OVER $500,OTHER (SPECIFY),false,false,1731,017,30,16,06,1147134,1926240,2024,02/15/2024 03:40:52 PM,41.953570492,-87.734518833,"(41.953570492, -87.734518833)"
13364349,JH147194,02/07/2024 09:00:00 AM,020XX W BIRCHWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2424,024,49,1,07,1161205,1949800,2024,02/15/2024 03:40:52 PM,42.017938581,-87.682133852,"(42.017938581, -87.682133852)"
13362811,JH144758,02/07/2024 09:00:00 AM,050XX S East End Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,0222,002,5,39,11,1188167,1871713,2024,02/15/2024 03:40:52 PM,41.803060829,-87.585426093,"(41.803060829, -87.585426093)"
13361174,JH143484,02/07/2024 09:00:00 AM,011XX W 103RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2232,022,21,73,07,1170361,1836500,2024,02/15/2024 03:40:52 PM,41.706838356,-87.651751673,"(41.706838356, -87.651751673)"
13361621,JH144087,02/07/2024 09:00:00 AM,037XX S MORGAN ST,0850,THEFT,ATTEMPT THEFT,COMMERCIAL / BUSINESS OFFICE,true,false,0915,009,11,60,06,1170264,1879899,2024,02/15/2024 03:40:52 PM,41.82593277,-87.650845858,"(41.82593277, -87.650845858)"
13361031,JH143280,02/07/2024 09:00:00 AM,012XX W FULLERTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,1811,018,2,7,26,1167564,1916079,2024,02/15/2024 03:40:52 PM,41.92527195,-87.65970977,"(41.92527195, -87.65970977)"
13361958,JH143456,02/07/2024 09:00:00 AM,053XX W DRUMMOND PL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2514,025,31,19,08B,1140252,1917106,2024,02/15/2024 03:40:52 PM,41.928635058,-87.760042611,"(41.928635058, -87.760042611)"
13361462,JH143835,02/07/2024 09:00:00 AM,040XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2523,025,31,21,14,1149074,1918313,2024,02/15/2024 03:40:52 PM,41.931780735,-87.727593069,"(41.931780735, -87.727593069)"
13370650,JH154422,02/07/2024 09:00:00 AM,023XX E 93RD ST,0810,THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,false,false,0413,004,7,48,06,1193360,1843756,2024,02/18/2024 03:40:09 PM,41.726219145,-87.567294437,"(41.726219145, -87.567294437)"
13375206,JH156636,02/07/2024 09:00:00 AM,059XX N HERMITAGE AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,false,false,2012,020,40,77,10,1163725,1939478,2024,03/04/2024 03:40:38 PM,41.989561782,-87.67315365,"(41.989561782, -87.67315365)"
13382709,JH168970,02/07/2024 09:00:00 AM,0000X E WASHINGTON ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,0112,001,34,32,06,1176641,1900827,2024,03/01/2024 03:41:18 PM,41.883219258,-87.626818503,"(41.883219258, -87.626818503)"
13361098,JH143254,02/07/2024 09:05:00 AM,049XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1531,015,37,25,08B,1143248,1904187,2024,02/15/2024 03:40:52 PM,41.893128428,-87.749356399,"(41.893128428, -87.749356399)"
13361073,JH143249,02/07/2024 09:06:00 AM,048XX S JUSTINE ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,false,false,0933,009,20,61,26,1166820,1872679,2024,02/15/2024 03:40:52 PM,41.806194686,-87.663687515,"(41.806194686, -87.663687515)"
13367541,JH149945,02/07/2024 09:11:00 AM,009XX W VAN BUREN ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,false,false,1232,012,34,28,26,1170035,1898366,2024,02/15/2024 03:40:52 PM,41.876612775,-87.651147769,"(41.876612775, -87.651147769)"
13361115,JH143311,02/07/2024 09:15:00 AM,016XX E 95TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DEPARTMENT STORE,false,false,0431,004,7,51,07,1188861,1842311,2024,02/15/2024 03:40:52 PM,41.722362598,-87.58382047,"(41.722362598, -87.58382047)"
13361230,JH143266,02/07/2024 09:18:00 AM,015XX W WARREN BLVD,0460,BATTERY,SIMPLE,CHA APARTMENT,false,false,1224,012,27,28,08B,1166006,1900436,2024,02/15/2024 03:40:52 PM,41.882379941,-87.665881802,"(41.882379941, -87.665881802)"
13368010,JH151437,02/07/2024 09:22:00 AM,049XX W DIVISION ST,0810,THEFT,OVER $500,MEDICAL / DENTAL OFFICE,false,false,1531,015,37,25,06,1143286,1907537,2024,02/16/2024 03:40:38 PM,41.902320502,-87.749133059,"(41.902320502, -87.749133059)"
13361067,JH143271,02/07/2024 09:23:00 AM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,true,false,1653,016,41,76,26,1101811,1934419,2024,02/15/2024 03:40:52 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
13361695,JH143379,02/07/2024 09:24:00 AM,046XX S Ellis Ave,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0222,002,4,39,26,1183699,1874469,2024,02/15/2024 03:40:52 PM,41.810729022,-87.601726053,"(41.810729022, -87.601726053)"
13388647,JH161607,02/07/2024 09:24:00 AM,051XX S WESTERN BLVD,5011,OTHER OFFENSE,LICENSE VIOLATION,VACANT LOT / LAND,false,false,0932,009,15,63,26,,,2024,03/05/2024 03:41:00 PM,,,
13361051,JH143272,02/07/2024 09:29:00 AM,121XX S EDBROOKE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,false,false,0532,005,9,53,15,1179390,1824548,2024,02/15/2024 03:40:52 PM,41.673839495,-87.619050721,"(41.673839495, -87.619050721)"
13362315,JH144780,02/07/2024 09:30:00 AM,027XX W FOSTER AVE,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING / GROUNDS,false,false,2031,020,40,4,06,1157125,1934423,2024,02/15/2024 03:40:52 PM,41.975827666,-87.697567585,"(41.975827666, -87.697567585)"
13361044,JH143301,02/07/2024 09:30:00 AM,0000X E OHIO ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1834,018,42,8,06,1176407,1904199,2024,02/15/2024 03:40:52 PM,41.892477489,-87.627575917,"(41.892477489, -87.627575917)"
13367667,JH150611,02/07/2024 09:30:00 AM,073XX S KINGSTON AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,false,true,0334,003,7,43,17,1194249,1856652,2024,02/15/2024 03:40:52 PM,41.761585086,-87.563615473,"(41.761585086, -87.563615473)"
13361062,JH143352,02/07/2024 09:30:00 AM,107XX S PEORIA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2233,022,21,75,06,1172191,1833519,2024,02/15/2024 03:40:52 PM,41.698618095,-87.645137486,"(41.698618095, -87.645137486)"
13363272,JH145943,02/07/2024 09:30:00 AM,031XX S KOSTNER AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,1031,010,22,30,08A,1147562,1883379,2024,02/15/2024 03:40:52 PM,41.835947057,-87.734045986,"(41.835947057, -87.734045986)"
13361023,JH143273,02/07/2024 09:30:00 AM,009XX N GREENVIEW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1213,012,1,24,14,1166218,1906529,2024,02/15/2024 03:40:52 PM,41.899095055,-87.664929053,"(41.899095055, -87.664929053)"
13361111,JH143298,02/07/2024 09:37:00 AM,036XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),false,false,2535,025,26,22,14,1151572,1913040,2024,02/15/2024 03:40:52 PM,41.917262372,-87.718552171,"(41.917262372, -87.718552171)"
13361362,JH143332,02/07/2024 09:40:00 AM,123XX S PERRY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,true,0523,005,9,53,26,1177827,1823088,2024,02/15/2024 03:40:52 PM,41.66986844,-87.624815377,"(41.66986844, -87.624815377)"
13361671,JH143884,02/07/2024 09:40:00 AM,012XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0132,001,3,33,08B,1178108,1894689,2024,02/15/2024 03:40:52 PM,41.866342973,-87.621618551,"(41.866342973, -87.621618551)"
13361090,JH143323,02/07/2024 09:44:00 AM,088XX S CRANDON AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,false,false,0412,004,8,48,15,1193035,1846894,2024,02/15/2024 03:40:52 PM,41.734838038,-87.568382762,"(41.734838038, -87.568382762)"
13361212,JH143319,02/07/2024 09:45:00 AM,032XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1713,017,33,14,06,1153740,1931704,2024,02/15/2024 03:40:52 PM,41.968434832,-87.710088296,"(41.968434832, -87.710088296)"
13362254,JH143327,02/07/2024 09:45:00 AM,025XX E 78TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,false,true,0421,004,7,43,14,1194655,1853745,2024,02/15/2024 03:40:52 PM,41.753598079,-87.562222975,"(41.753598079, -87.562222975)"
13361114,JH143351,02/07/2024 09:45:00 AM,099XX S HOXIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0431,004,7,51,14,1195117,1839541,2024,02/15/2024 03:40:52 PM,41.714609709,-87.560997041,"(41.714609709, -87.560997041)"
13361107,JH143308,02/07/2024 09:48:00 AM,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1414,014,1,22,06,1155045,1913118,2024,02/15/2024 03:40:52 PM,41.917407385,-87.70579017,"(41.917407385, -87.70579017)"
13361219,JH143443,02/07/2024 09:48:00 AM,028XX N CHRISTIANA AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1412,014,35,21,08A,1153562,1918664,2024,02/15/2024 03:40:52 PM,41.932655713,-87.711090906,"(41.932655713, -87.711090906)"
13361300,JH143583,02/07/2024 09:53:00 AM,046XX W BARRY AVE,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,APARTMENT,false,false,2521,025,31,19,26,1144728,1920202,2024,02/15/2024 03:40:52 PM,41.937047475,-87.743516351,"(41.937047475, -87.743516351)"
13361640,JH143761,02/07/2024 10:00:00 AM,0000X N KEELER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1115,011,28,26,06,1148390,1899816,2024,02/15/2024 03:40:52 PM,41.881036333,-87.730584319,"(41.881036333, -87.730584319)"
13361213,JH143538,02/07/2024 10:00:00 AM,017XX E 85TH ST,0810,THEFT,OVER $500,STREET,false,false,0412,004,8,45,06,1189362,1848966,2024,02/15/2024 03:40:52 PM,41.740612603,-87.581772556,"(41.740612603, -87.581772556)"
13361890,JH144232,02/07/2024 10:00:00 AM,021XX S HARDING AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,1014,010,24,29,05,1150388,1889401,2024,02/15/2024 03:40:52 PM,41.85241762,-87.7235194,"(41.85241762, -87.7235194)"
13361252,JH143457,02/07/2024 10:00:00 AM,070XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0332,003,5,43,08B,1188995,1858592,2024,02/15/2024 03:40:52 PM,41.767036006,-87.582809521,"(41.767036006, -87.582809521)"
13364834,JH147841,02/07/2024 10:00:00 AM,002XX N CLARK ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0122,001,42,32,07,1175500,1901787,2024,02/15/2024 03:40:52 PM,41.885879253,-87.630979425,"(41.885879253, -87.630979425)"
13361146,JH143451,02/07/2024 10:00:00 AM,004XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1523,015,37,25,14,1138961,1902437,2024,02/15/2024 03:40:52 PM,41.888405196,-87.765143739,"(41.888405196, -87.765143739)"
13362044,JH144477,02/07/2024 10:00:00 AM,070XX S WOLCOTT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0735,007,17,67,08A,1164903,1858000,2024,02/15/2024 03:40:52 PM,41.765954415,-87.671133038,"(41.765954415, -87.671133038)"
13365531,JH148480,02/07/2024 10:00:00 AM,030XX W FOSTER AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),false,false,1712,017,39,13,08A,1155076,1934388,2024,02/15/2024 03:40:52 PM,41.975773105,-87.705103499,"(41.975773105, -87.705103499)"
13380367,JH166172,02/07/2024 10:00:00 AM,009XX W 63RD PKWY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,0712,007,16,68,11,1171301,1863652,2024,02/28/2024 03:40:28 PM,41.781326622,-87.647516964,"(41.781326622, -87.647516964)"
13380485,JH143549,02/07/2024 10:03:00 AM,042XX N MILWAUKEE AVE,0810,THEFT,OVER $500,RESTAURANT,false,false,1624,016,45,15,06,1142261,1927902,2024,02/28/2024 03:40:28 PM,41.958223202,-87.752391243,"(41.958223202, -87.752391243)"
13361352,JH143615,02/07/2024 10:13:00 AM,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,1121,011,27,23,18,1153750,1905130,2024,02/15/2024 03:40:52 PM,41.895513492,-87.710761053,"(41.895513492, -87.710761053)"
13361202,JH143533,02/07/2024 10:15:00 AM,040XX W SCHUBERT AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2524,025,31,22,06,1148933,1917638,2024,02/15/2024 03:40:52 PM,41.929931208,-87.728128736,"(41.929931208, -87.728128736)"
13362276,JH143568,02/07/2024 10:15:00 AM,006XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,0124,001,28,28,08A,1172367,1894959,2024,02/15/2024 03:40:52 PM,41.867212547,-87.642686125,"(41.867212547, -87.642686125)"
13361220,JH143364,02/07/2024 10:15:00 AM,016XX W 95TH ST,1330,CRIMINAL TRESPASS,TO LAND,STREET,true,false,2213,022,19,73,26,1166969,1841705,2024,02/15/2024 03:40:52 PM,41.7211947,-87.664024973,"(41.7211947, -87.664024973)"
13362810,JH144406,02/07/2024 10:16:00 AM,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2432,024,49,1,06,1167108,1942847,2024,02/15/2024 03:40:52 PM,41.998734156,-87.660613118,"(41.998734156, -87.660613118)"
13361077,JH143358,02/07/2024 10:25:00 AM,003XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0914,009,11,34,06,1174359,1889753,2024,02/15/2024 03:40:52 PM,41.852882701,-87.635528609,"(41.852882701, -87.635528609)"
13361227,JH143403,02/07/2024 10:25:00 AM,042XX W 26TH ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,false,false,1031,010,22,30,06,1148402,1886379,2024,02/15/2024 03:40:52 PM,41.844163333,-87.730886486,"(41.844163333, -87.730886486)"
13361194,JH143390,02/07/2024 10:29:00 AM,073XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0731,007,6,69,14,1175566,1856207,2024,02/15/2024 03:40:52 PM,41.760802298,-87.632103143,"(41.760802298, -87.632103143)"
13362109,JH144598,02/07/2024 10:30:00 AM,023XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1225,012,27,28,14,1160842,1898642,2024,02/15/2024 03:40:52 PM,41.877565688,-87.684893829,"(41.877565688, -87.684893829)"
13366147,JH143427,02/07/2024 10:30:00 AM,021XX E 87TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,false,false,0412,004,8,45,08A,1191768,1847705,2024,02/15/2024 03:40:52 PM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
13361517,JH143785,02/07/2024 10:30:00 AM,013XX W OHIO ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,1215,012,1,24,08B,1167243,1904134,2024,02/15/2024 03:40:52 PM,41.892501034,-87.661233186,"(41.892501034, -87.661233186)"
13362825,JH144378,02/07/2024 10:30:00 AM,126XX S TORRENCE AVE,0810,THEFT,OVER $500,PARK PROPERTY,false,false,0433,004,10,55,06,1195862,1821766,2024,02/15/2024 03:40:52 PM,41.665814864,-87.558853882,"(41.665814864, -87.558853882)"
13361423,JH143820,02/07/2024 10:30:00 AM,069XX S OGLESBY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0331,003,5,43,06,1192966,1859445,2024,02/15/2024 03:40:52 PM,41.769280696,-87.568226646,"(41.769280696, -87.568226646)"
